bugNumber,summary,severity,priority,testBlocking,globalState,component,subComponent,releaseState,releaseDetected,targetReleaseId,creator,verifier,assignedTo,creatorManager,verifierManager,udfFeature,passedPreviously,lastPassBuild,metaData,keyName,reportedByCustomer,creationTimeStamp,crState
xos0057600,"Setting valid time to maximum 4294967295 set the valid timer as ""-1""","3 - Minor","4 - Moderate",,Verified,NET,DHCP/BOOTP,Verified,"EXOS 15.7.1",3359,sjamaludeen,sjamaludeen,,"Raj Velusamy",,,,,,,,2014-08-06,closed
xos0058509,"Need OID similar to ifspeed for extremeStackingPortLinkSpeed for higher speeds","3 - Minor","3 - Important",No,Verified,System,,Verified,"EXOS 15.7.1",3359,samarasekaran,samarasekaran,,"Hariharan Narayanan",,,,,,,,2014-10-15,closed
xos0058653,"Port advertises pause capable even when flow control is disabled","3 - Minor","3 - Important",,"Build Pending",L2,General,Verified,"EXOS 16.1.1-appalachian",3359,mmitchel,jvaiyapuri,,"Hogan, Peter",,,,,,,RBC-INTERNAL,2014-10-24,closed
xos0058682,"Wildcard support needs to be added to tftp functionality","5 - New Feature","3 - Important",No,Verified,Infrastructure,CM,Verified,"EXOS 15.7.1",3359,mmitchell,mmitchell,,"Shankar Palanivel",,,,,,,,2014-10-27,closed
xos0058918,"VxLAN: Ablity to assign IP address to tenant VLAN and ping across vxlan tunnel","5 - New Feature","4 - Moderate",No,Verified,L2,VxLAN,Verified,"EXOS 15.6.1",3359,sasrinivasan,sasrinivasan,,"Gopla Ramkumar",,,,,,,,2014-11-11,closed
xos0059249,"Configuring Dynamic vlan uplink port using cli error msg was seen twice","3 - Minor","5 - Low",No,Verified,DC,XNV,Verified,"EXOS 15.7.1",3359,sjamaludeen,sjamaludeen,,"Raj Velusamy",,,,,,,,2014-12-02,closed
xos0059344,"RED OPTICS:Media type of SFP+ AOC 20m is shown as SFP+SR.","3 - Minor","3 - Important",No,Verified,System,Optics,Verified,"EXOS 15.7.1",3359,dnarasimhan,jvaiyapuri,,"Anand Sundaresh Natarajan",,"BCM:Summit All",No,,,,,2014-12-08,closed
xos0059429,"Fix the definitions, declarations, and usage of the portlist_t typedef","3 - Minor","5 - Low",,Verified,System,"Port General",Verified,"EXOS 16.1.1",3359,ldernosek,dsingh,,"Kevin Frick",,,,,,,,2014-12-11,closed
xos0059758,"RED OPTICS: Some DDMI fields in Finisar vendor QSFP+ optics are shown as ""inf""","2 - Major","3 - Important",No,Verified,System,Optics,Verified,"EXOS 16.1.1",3359,sramasubramanian,sramasubramanian,,"Shankar Palanivel",,,,,,,,2015-01-19,closed
xos0061158,"option to configure authentication for VRRPv2 is no longer present in the CLI","2 - Major","3 - Important",No,"Verify No Change",IP,VRRP,Assigned,"EXOS 16.1.1",3359,kavery,mkaleemullah,pilango,,"Raj Velusamy",,,,,,,2015-04-03,sqaPending
xos0061348,"user VR deletion with syslog server configured in it is allowed","3 - Minor","5 - Low",,Verified,System,,Verified,"EXOS 15.7.1-patch3",3359,ivetrivel,sasingh,,"Gopla Ramkumar",,"EMS IPv6 Syslog Server Support",No,,,,,2015-04-16,closed
xos0061412,"Issue: ""show ver images"" truncates  huge display","3 - Minor","3 - Important",No,Verified,System,,Verified,"EXOS 16.1.1",3359,lkuppan,lkuppan,,"Shankar Palanivel",,,,,,,,2015-04-21,closed
xos0061533,"""show temperature"" o/p in X460G2 displays duplicate entry of VIM cards present.","3 - Minor","4 - Moderate",,Verified,Infrastructure,DM,Verified,"EXOS 16.1.1",3359,sramasubramanian,sramasubramanian,,"Shankar Palanivel",,,,,,,,2015-05-05,closed
xos0061612,"Stacking: DM.Error in log when dual master detected in stack","3 - Minor","3 - Important",No,Verified,System,Devices,Verified,"EXOS 16.1.1",3359,rputhanpisharam,rjetty,,"Shankar Palanivel",,,Yes,16.1.0.19,,,,2015-05-14,closed
xos0061649,"Switch crashes with lldp,stp,lacp,vlan,edp,dcbgp when enabled license.","1 - Crash","5 - Low",,Verified,System,,Verified,"EXOS 16.1.1",3359,agala,agala,,"Suresh Babu Thuravupala",,,,,,,,2015-05-18,closed
xos0062028,"CDPv2: Port configurations are not taking effort when CDPv2 is disabled","3 - Minor","4 - Moderate",,Verified,L2,EDP,Verified,"EXOS 21.1.1",3359,kosharma,krgopal,,"Anand Sundaresh Natarajan",,,,,,,,2015-07-03,closed
xos0062492,"Traps having tabular variables as varbinds should include instance/OID","2 - Major","3 - Important",No,Verified,System,SNMP,Verified,"EXOS 21.1.1",3359,venshivaram,dranganathan,,"Gopla Ramkumar",,"Existing feature",,,,,,2015-09-03,closed
xos0062527,"The varbinds of extremePowerSupplyGood, extremePsuPowerStatus traps need to include the instance ID","2 - Major","3 - Important",No,Verified,System,SNMP,Verified,"EXOS 21.1.1",3359,venshivaram,dranganathan,,"Gopla Ramkumar",,"Existing feature",,,,,RBC-INTERNAL,2015-09-08,closed
xos0062745,"Policy:Proper CLI error to be thrown on conf rules exceeding the limit","4 - Trivial","4 - Moderate",No,Verified,Security,Policy,Verified,"EXOS 21.1.1",3359,sjamaludeen,sjamaludeen,,"Raj Velusamy",,,,,,,,2015-09-30,closed
xos0062748,"X670v/BD8kFailed to install dynamic acl dot1agSysMAC when restart process dot1ag","2 - Major","3 - Important",No,Verified,System,ACL,Verified,"EXOS 16.1.2",3359,naarumugam,naarumugam,,"Suresh Babu Thuravupala",,,Yes,15.7.1.4,,,,2015-09-30,closed
xos0062768,"once a policy dynamic vlan is created it can't be deleted","3 - Minor","3 - Important",,Verified,Security,Policy,Verified,"EXOS 21.1.1",3359,hparting,nperiannan,,"Flaherty, Stephen",,,,,,,,2015-10-01,closed
xos0062790,"Traffic not mirrored after 2nd failover for dynamic acl with mirror action","2 - Major","3 - Important",,Verified,System,ACL,Verified,"EXOS 21.1.1",3359,rputhanpisharam,rjetty,,"Shankar Palanivel",,,,,,,,2015-10-07,closed
xos0062960,"Issue: Incorrect warning message, if master capable is not available in stack","3 - Minor","3 - Important",No,Verified,System,"High Availability",Verified,"EXOS 21.1.1",3359,lkuppan,lkuppan,,"Shankar Palanivel",,,,,,,,2015-10-28,closed
xos0063020,"Run failover on stack is taking local reauth timer even though radius is sendin","3 - Minor","3 - Important",No,Verified,Security,Netlogin,Verified,"EXOS 21.1.1",3359,nperiannan,sjamaludeen,,"Raj Velusamy",,,,,,,,2015-11-02,closed
xos0063023,"EXTREME-STACKING-MIB:extremeStackingPortLinkSpeed shows default value 4294967295","5 - New Feature","4 - Moderate",,Verified,System,Devices,Verified,"EXOS 21.1.1",3359,rputhanpisharam,rjetty,,"Shankar Palanivel",,,,,,,,2015-11-02,closed
xos0063125,"DHCP option 82 Circuit id check not working with multiple ports in same vlan","2 - Major","3 - Important",No,Verified,NET,DHCP/BOOTP,Verified,"EXOS 21.1.1",3359,sjamaludeen,sjamaludeen,,"Raj Velusamy",,,,,,,,2015-11-18,closed
xos0063338,"debug netlogin configure postAuthHitCount CLI does not work.","3 - Minor","3 - Important",,Verified,Security,Netlogin,Verified,"EXOS 15.5.2",3359,arukumani,arukumani,,"KB Nandakumar",,,,,,,,2015-12-29,closed
xos0063355,"Potential memory leak  when files are copied continuously using scp","3 - Minor","3 - Important",No,Verified,Security,SSH,Verified,"EXOS 21.1.1",3359,samarasekaran,samarasekaran,,"Hariharan Narayanan",,,,,,,,2016-01-06,closed
xos0063725,"Check policy file accepts policy name with .pol extension","3 - Minor","3 - Important",,Verified,Security,Policy,Verified,"EXOS 16.2.1",3359,dindrakumar,pvaigundaboopathy,,"Gopla Ramkumar",,,,,,,,2016-02-19,closed
xos0063748,"Stacking: The “sys-recovery-level NONE” is ignored when rebooting a node struck in FAI","2 - Major","3 - Important",,Verified,System,,Verified,"EXOS 15.6.4-GA-Feb16",3359,dnarayana,dnarayana,,"Mark Tippens",,,,,,,,2016-02-23,closed
xos0063780,"FR01187700: Need a way to compare differences for configurations saved in EXOS","5 - New Feature","3 - Important",,Verified,Infrastructure,CM,Verified,,3359,dclaybrook,dclaybrook,,"Steve Peixoto",,,,,,,,2016-02-25,closed
xos0063942,"Able to set dot1d stp priority value through snmp when dot1t configured","3 - Minor","3 - Important",,Verified,L2,STP/RSTP/MSTP,Verified,"EXOS 22.1.1",3359,krgopal,jganesan,,"Raj Velusamy",,"​F000106_Bridge Priority Value",No,,,,,2016-03-21,closed
xos0064088,"Previous master capable slot/s will not join stack after stack reconfigured","3 - Minor","3 - Important",,"Verify No Change",System,Stacking,Assigned,"EXOS 21.1.1",3359,mroyce,mroyce,mroyce,"Kathirvel, Elangomaran","Kathirvel, Elangomaran",,,,,,,2016-04-11,sqaPending
xos0064200,"Secure mode is taken into effect only for new sessions","3 - Minor","4 - Moderate",No,Verified,Security,SSH,Verified,"EXOS 21.1.1",3359,samarasekaran,samarasekaran,,"Hariharan Narayanan",,,,,,,,2016-04-22,closed
xos0064250,"Fix compilation warnings in ACL","3 - Minor","3 - Important",No,Verified,L2,General,Verified,"EXOS 22.1.1",3359,vvedanarayanan,vilangovan,,"Anand Sundaresh Natarajan",,,,,,,,2016-04-28,closed
xos0064362,"Fix compiler warnings in nettools/nettools directory","2 - Major","3 - Important",,Verified,NET,Tools,Verified,"EXOS 21.1.1",3359,kfrick,travinanthanan,,"Jimmy Blythe",,,,,,,,2016-05-09,closed
xos0064369,"Fix compiler warnings in l2protocol/erps directory","2 - Major","3 - Important",,Verified,L2,ERPS/G.8032,Verified,"EXOS 21.1.1",3359,kfrick,kfrick,,"Jimmy Blythe",,,,,,,,2016-05-09,closed
xos0064375,"Fix compiler warnings in cfgmgmt/polMgr directory","2 - Major","3 - Important",,Verified,Security,Policy,Verified,"EXOS 21.1.1",3359,kfrick,kfrick,,"Jimmy Blythe",,,,,,,,2016-05-09,closed
xos0064376,"Fix compiler warnings in diags/summitbcm directory","2 - Major","3 - Important",,Verified,System,Diagnostics,Verified,"EXOS 21.1.1",3359,kfrick,kfrick,,"Jimmy Blythe",,,,,,,,2016-05-09,closed
xos0064448,"Dhcpv6Client:After unconfig switch and load script client stuck up in Intialising State","2 - Major","3 - Important",No,Verified,NET,DHCP/BOOTP,Verified,"EXOS 22.1.1",3359,sjamaludeen,sjamaludeen,,"Raj Velusamy",,,No,,,,,2016-05-19,closed
xos0064607,"Optic vendor add/update for Model: 10065, Finisar FCLF8520P2BTL-EX","3 - Minor","3 - Important",,Verified,System,Optics,Verified,"EXOS 16.1.2",3359,mthornto,jvaiyapuri,,"Sweitzer, Matt",,,,,,,,2016-06-07,closed
xos0064609,"Optic vendor add/update for Model: MGBIC-LC01 Finisar FTLF8518P4BTL-EN","3 - Minor","3 - Important",,Verified,System,Optics,Verified,"EXOS 16.1.2",3359,mthornto,jvaiyapuri,,"Sweitzer, Matt",,,,,,,,2016-06-07,closed
xos0064696,"Optic vendor add/update for Model: 10052H, WTD RTXM191-404-C71","3 - Minor","3 - Important",,Verified,System,Optics,Verified,"EXOS 16.1.2",3359,mthornto,jvaiyapuri,,"Sweitzer, Matt",,,,,,,,2016-06-16,closed
xos0064865,"F000089:SET on dot1qGvrpStatus & dot1qPortGvrpStatus is not shown in ""show conf"" from 2nd try","2 - Major","3 - Important",No,Verified,System,SNMP,Verified,"EXOS 22.1.0-SUNY-Plattsburgh",3359,dranganathan,dranganathan,,"Shankar Palanivel",,"F000089_Q-Bridge MIB",,,,,,2016-07-06,closed
xos0065119,"On Reboot of a MLAG Peer, Uplink Port of Remote Node is removed from Dynamic Vlan created by MVRP","3 - Minor","3 - Important",,Verified,VLAN,MVRP,Verified,"EXOS 22.1.1",3359,mkaleemullah,mkaleemullah,,"Raj Velusamy",,"F0000​16_MVRP with MLAG​",Yes,,,,RBC-INTERNAL,2016-08-01,closed
xos0065208,"Admin rule is not working as expected after disable and enable the policy in non netlogin mode.","3 - Minor","3 - Important",No,Verified,Security,Policy,Verified,"EXOS 22.1.1",3359,nperiannan,nperiannan,,"Raj Velusamy",,,,,,,,2016-08-11,closed
xos0065271,"DHCPOption82 check fails on Ports in different slots with error as Invalid slot in agent id","2 - Major","3 - Important",No,Verified,NET,DHCP/BOOTP,Verified,"EXOS 22.1.1",3359,sjamaludeen,sjamaludeen,,"Raj Velusamy",,,No,,,,,2016-08-22,closed
xos0065337,"disable/enable vrrp port in fully scaled case take 6 min to come back to normal master/backup state","2 - Major","3 - Important",,Verified,IP,VRRP,Verified,"EXOS 22.1.1",3359,pilango,pilango,,"Raj Velusamy",,"F00016 VRRP Scaling - 256 VRIDs",,,,,,2016-08-26,closed
xos0065340,"Memory Depletion is observed while creating/deleting VR and adding/deleting protocol to VR","3 - Minor","4 - Moderate",,Verified,IP,VR/VRF/L3VPN,Verified,"EXOS 22.1.1",3359,pvaigundaboopathy,pvaigundaboopathy,,"Gopla Ramkumar",,,No,,,,,2016-08-26,closed
xos0065398,"Stacking port remains down with QSFP28 SR4, Amphenol AOC cables and Amphenol 5m DAC","2 - Major","3 - Important",,Verified,System,Devices,Verified,"EXOS 22.2.1",3359,rouseph,sramasubramanian,,"Gopla Ramkumar",,F000091_x870,,,,,,2016-09-02,closed
xos0065412,"FAB:Unable to redistribute IPv6 host mobility routes into BGP","2 - Major","2 - Urgent",,Verified,ExtremeFabric,"IP Hosts",Verified,"EXOS 22.5.1",3359,edill,sasrinivasan,,"Hogan, Peter",,,,,,,,2016-09-02,closed
xos0065448,"Mac Limit user are not blacklisted in Show netlogin MAC","3 - Minor","3 - Important",,Verified,Security,,Verified,"EXOS 16.2.1",3359,kshanmugam,kshanmugam,,"Raguraman Rajan",,,,,,,,2016-09-09,closed
xos0065619,"F000207: Stacking license upgrade","5 - New Feature","2 - Urgent",,Verified,System,,Verified,"EXOS 21.1.1",3359,dnarayana,sadurai,,"Mark Tippens",,,,,,,,2016-09-23,closed
xos0065647,"radiusAuthServerInetAddressType and radiusAuthServerInetAddress (from RFC 4668) are not working","3 - Minor","4 - Moderate",,Verified,NET,,Verified,"EXOS 16.2.1",3359,adonati,adonati,,"Kathirvel, Elangomaran",,,,,,,,2016-09-26,closed
xos0065652,"Verify the encrypted strings in .cfg file are stored properly","3 - Minor","3 - Important",,"Task Complete",Security,,"Task Complete","EXOS 22.1.1",3359,vilangovan,smugilvannan,,"Anand Sundaresh Natarajan",,,,,,,,2016-09-27,closed
xos0065984,"Inconsistent ""Destination Host Unreachable"" return in ping test to non existing local host.","4 - Trivial","3 - Important",,Verified,IP,,Verified,"EXOS 22.2.1",3359,dsingh,dsingh,,"Suresh Babu Thuravupala",,,,,,,,2016-10-21,closed
xos0066074,"Summit :Wrong error message shown while installing policy with ipv6 redirect (ipv6 redirect not supp","3 - Minor","3 - Important",No,Verified,System,ACL,Verified,"EXOS 22.2.1",3359,slakshmanan,slakshmanan,,"Shankar Palanivel",,ChkLst_ACL_Enhancement,,,,,,2016-10-31,closed
xos0066155,"VxLAN Automation: VxLAN dynamic FDB learning is not happening in MLAG peers","2 - Major","2 - Urgent",No,Verified,L2,VxLAN,Verified,"EXOS 22.2.1",3359,lkuppan,skandaswamy,,"Shankar Palanivel",,"X870 VxLAN",,,,,,2016-11-04,closed
xos0066217,"Error: Can't locate referenced PING data structures.while pinging from concurrent(telnet/SSH) sessio","3 - Minor","3 - Important",No,Verified,NET,Tools,Verified,"EXOS 22.2.1",3359,dsingh,dsingh,,"Suresh Babu Thuravupala",,,,,,,,2016-11-09,closed
xos0066226,"getLifBySlotPortInstance - failed to get interface for instance in Summit Stack","3 - Minor","3 - Important",No,Verified,L2,FDB,Verified,"EXOS 22.2.1",3359,naarumugam,naarumugam,,"Suresh Babu Thuravupala",,,Yes,"21.1.1.4, 22.1.1.5",,,,2016-11-09,closed
xos0066227,"SSH_SCP - scp2 command crashes X870 with ETAProcess sftp signal 6 in 22.2.0.23","1 - Crash","1 - Critical",Test,Verified,Security,,Verified,"EXOS 22.2.1",3359,bashanmugasundaram,bashanmugasundaram,,"Suresh Babu Thuravupala",,,,,,,,2016-11-09,closed
xos0066246,"Files in memorycard can be opened read-only mode using vi editor","3 - Minor","4 - Moderate",,Verified,Infrastructure,General,Verified,"EXOS 22.2.1",3359,lkuppan,lkuppan,,"Shankar Palanivel",,New,,,,,,2016-11-10,closed
xos0066333,"BGP-BFD:BGP session remains in IDLE state when BFD is enabled for peer.","2 - Major","2 - Urgent",No,Verified,IP,BGP,Verified,"EXOS 22.1.1",3359,senmanoharan,senmanoharan,,"Gopla Ramkumar",,,No,,,,,2016-11-16,closed
xos0066384,"when VR is deleted, NTP server config is not being removed from daemon.","3 - Minor","3 - Important",,Verified,System,,Verified,"EXOS 22.2.1",3359,sasingh,sasingh,,"Gopla Ramkumar",,,No,,,,,2016-11-21,closed
xos0066438,"Changing vlan tag is not changing the interface id tag when remote id is configured for that vlan","3 - Minor","3 - Important",No,Verified,NET,DHCP/BOOTP,Verified,"EXOS 22.2.1",3359,sjamaludeen,sjamaludeen,,"Raj Velusamy",,,Yes,15.3,,,,2016-11-25,closed
xos0066509,"Stacking.Error :KICM: Stack Port not available observed when execute ""debug hal show stack ocpd-info","3 - Minor","3 - Important",No,Verified,System,Stacking,Verified,"EXOS 22.2.1",3359,sadurai,sadurai,,"Shankar Palanivel",,,Yes,22.1.1.5,,,,2016-12-02,closed
xos0066530,"Arp validation is not working properly when the client port is in subvlan","2 - Major","3 - Important",No,Verified,Security,"IP Address",Verified,"EXOS 22.2.1",3359,sjamaludeen,sjamaludeen,,"Raj Velusamy",,,,,,,,2016-12-05,closed
xos0066535,"Captive Portal - Trailing slash char is made mandatory due to URL validation","3 - Minor","3 - Important",No,Verified,Security,Policy,Verified,"EXOS 22.1.1-Tata",3359,samarasekaran,samarasekaran,,"Hariharan Narayanan",,,,,,,,2016-12-06,closed
xos0066580,"Memory leak observed when ssh scripts that simulates various types of logins are run","2 - Major","3 - Important",,Verified,Security,SSH,Verified,"EXOS 16.2.2",3359,samarasekaran,samarasekaran,,"Hariharan Narayanan",,,No,,,,,2016-12-08,closed
xos0066699,"OSPF process restart is failing in user created VR in a stack","2 - Major","3 - Important",,Verified,IP,OSPFv2,Verified,"EXOS 22.2.1",3359,venshivaram,venshivaram,,"Gopla Ramkumar",,,,,,,,2016-12-19,closed
xos0066755,"x870:EMS log shows ipaddress as reversed when bootprelay is enabled on 870","3 - Minor","3 - Important",No,Verified,NET,DHCP/BOOTP,Verified,"EXOS 22.2.1",3359,sjamaludeen,sjamaludeen,,"Raj Velusamy",,,,,,,,2016-12-22,closed
xos0066781,"Not returning output while doing snmpwalk with an OID .1.3.6.1.2.1.31.1.2.1.3 (ifStackStatus).","3 - Minor","4 - Moderate",,Verified,System,SNMP,Verified,"EXOS 22.2.1",3359,brajitha,brajitha,,"Shankar Palanivel",,,,,,,,2016-12-27,closed
xos0066791,"extremeStackDetection object does not return output for standalone switch","2 - Major","3 - Important",,Verified,System,SNMP,Verified,"EXOS 22.2.1",3359,dranganathan,dranganathan,,"Shankar Palanivel",,,No,,,,,2016-12-30,closed
xos0066792,"Snmpset is not supported on extremeStackDetection object","2 - Major","3 - Important",,Verified,System,SNMP,Verified,"EXOS 22.2.1",3359,dranganathan,dranganathan,,"Shankar Palanivel",,,No,,,,,2016-12-30,closed
xos0066793,"Snmpset is not allowed on ""extremeStackMemberSysLocation"" object","3 - Minor","3 - Important",,Verified,System,SNMP,Verified,"EXOS 22.2.1",3359,dranganathan,dranganathan,,"Shankar Palanivel",,,No,,,,,2016-12-30,closed
xos0066794,"""extremeStackMemberEntPhysicalIndex"" object doesn't return correct physical index of slot entity","3 - Minor","3 - Important",,Verified,System,SNMP,Verified,"EXOS 22.2.1",3359,dranganathan,dranganathan,,"Shankar Palanivel",,,No,,,,,2016-12-30,closed
xos0066795,"extremeMsmFailoverCause object doesn't return value ""admin(2)"" after stack failover","3 - Minor","3 - Important",,Verified,Infrastructure,DM,Verified,"EXOS 22.2.1",3359,dranganathan,dranganathan,,"Shankar Palanivel",,,No,,,,,2016-12-30,closed
xos0066796,"Snmpset is not allowed on read-write object ""extremeStackMemberStackStatus""","3 - Minor","3 - Important",,Verified,System,SNMP,Verified,"EXOS 22.2.1",3359,dranganathan,dranganathan,,"Shankar Palanivel",,,No,,,,,2016-12-30,closed
xos0066852,"Counters shown for captive portal using jerry command are not reset with jerry debug clear","3 - Minor","4 - Moderate",,Verified,Security,Policy,Verified,"EXOS 22.1.1-Tata",3359,samarasekaran,samarasekaran,,"Hariharan Narayanan",,,,,,,,2017-01-06,closed
xos0066894,"x870:nettools RxPing reply msg has ip address reversed in ems log","3 - Minor","3 - Important",,Verified,NET,Tools,Verified,"EXOS 22.2.1",3359,sjamaludeen,sjamaludeen,,"Raj Velusamy",,,,,,,,2017-01-13,closed
xos0066925,"Configure ssh2 key command which regenerates ssh key throws error","3 - Minor","3 - Important",,Verified,Security,SSH,Verified,"EXOS 22.2.1",3359,samarasekaran,samarasekaran,,"Hariharan Narayanan",,,,,,,,2017-01-19,closed
xos0066975,"Replace the compiler flag LEGACY_NVRAM with a dm API or a WKNINFO API","3 - Minor","3 - Important",,Verified,Infrastructure,,Verified,"EXOS 22.3.1",3359,pkulkarni,slakshmanan,,"Lou Dernosek",,,,,,,,2017-01-25,closed
xos0067012,"SSH: session ID is shown with spl chars in ems log","3 - Minor","3 - Important",,Verified,Security,SSH,Verified,"EXOS 22.1.2-CC",3359,smugilvannan,smugilvannan,,"Raj Velusamy",,,,,,,,2017-02-02,closed
xos0067072,"DHcpv6 client is not moving to intialising state from stopped state with client port removed/added","3 - Minor","3 - Important",No,Verified,NET,DHCP/BOOTP,Verified,"EXOS 22.3.1",3359,sjamaludeen,sjamaludeen,,"Raj Velusamy",,,,,,,,2017-02-10,closed
xos0067145,"extremeSaveConfiguration call causes other SNMP sets to fail","2 - Major","2 - Urgent",,Verified,System,SNMP,Verified,"EXOS 22.2.1",3359,jhampe,jhampe,,"Flaherty, Stephen",,,,,,,,2017-02-22,closed
xos0067153,"Login related log message shown when logout is done if radius-accounting is enabled","3 - Minor","3 - Important",No,Verified,NET,AAA,Verified,"EXOS 22.3.1",3359,samarasekaran,samarasekaran,,"Hariharan Narayanan",,,,,,,,2017-02-23,closed
xos0067220,"process exsh crash seen while Configuration session timed out","1 - Crash","3 - Important",No,Verified,Infrastructure,exsh,Verified,"EXOS 22.2.1",3359,sadurai,sadurai,,"Shankar Palanivel",,,,,,,,2017-03-02,closed
xos0067248,"*x690 - Media type not being cleared upon removal of Optic","3 - Minor","3 - Important",No,Verified,System,Optics,Verified,"EXOS 22.3.1",3359,mmitchell,mmitchell,,"Shankar Palanivel",,,,,,,,2017-03-06,closed
xos0067290,"Netlogin loses blackhole setting with x-amount of traffic during learning","2 - Major","3 - Important",,Verified,Security,Netlogin,Verified,"EXOS 22.3.1",3359,krose,rvellasamy,,"Yohe, Kevin",,,,,,,,2017-03-09,closed
xos0067343,"Extreme Fabric: ZTP+ fails when two DHCP servers are present (in/out band interfaces)","5 - New Feature","2 - Urgent",,Verified,Infrastructure,General,Verified,"EXOS 22.3.1",3359,bickford,dmccarth,,"Flaherty, Stephen",,,,,,,,2017-03-14,closed
xos0067374,"""show switch"" should display full version of Primary and Secondary images","3 - Minor","3 - Important",No,Verified,Infrastructure,DM,Verified,"EXOS 22.3.1",3359,schalasani,rjetty,,"Roman, Matthew",,,,,,,,2017-03-16,closed
xos0067516,"BGP ECMP: Route table is not learning multipath route with ingress policies","2 - Major","3 - Important",No,Verified,IP,BGP,Verified,"EXOS 22.3.1",3359,senmanoharan,senmanoharan,,"Gopla Ramkumar",,,,,,,,2017-03-27,closed
xos0067585,"Priority of 32768 in X870 stack in dot1d priority-mode falls to 0 when dot1t prioritymode configured","2 - Major","3 - Important",No,Verified,L2,STP/RSTP/MSTP,Verified,"EXOS 22.3.1",3359,supadhyay,supadhyay,,"Suresh Babu Thuravupala",,,,,,,,2017-03-31,closed
