bugNumber,summary,severity,priority,testBlocking,globalState,component,subComponent,releaseState,releaseDetected,targetReleaseId,creator,verifier,assignedTo,creatorManager,verifierManager,udfFeature,passedPreviously,lastPassBuild,metaData,keyName,reportedByCustomer,creationTimeStamp,crState
xos0068006,"Additional flap seen on 10G SFP+ passive copper & 40G QSFP+ passive cable after stack/slot reboot","2 - Major","3 - Important",No,Assigned,System,Optics,Assigned,"EXOS 22.3.1",3477,naarumugam,naarumugam,gsherwin,"Suresh Babu Thuravupala","Fee, Brendan",,,"22.2.1.5, 22.3.0.12 ",,,,2017-04-28,open
xos0068385,"Re-enable EDP capabilities to mgmt port","5 - New Feature","5 - Low",,Verified,L2,EDP,Verified,"EXOS 11.6.2",3477,dclaybrook,mkaleemullah,,"Steve Peixoto",,,,,,,,2017-05-24,closed
xos0068386,"Bright Hope: Port EXOS to the Linux 4.9 kernel","5 - New Feature","1 - Critical",,Verified,Infrastructure,,Verified,"EXOS 23.1.1-Linux-4.9",3477,ldernosek,ldernosek,,"Kevin Frick",,,,,,,,2017-05-24,closed
xos0068486,"Enhance ELRP to detect inter-VLAN loops","5 - New Feature","3 - Important",,Verified,L2,ELRP,Verified,"EXOS 16.2.1",3477,chsmith,mkaleemullah,,"Donald Smith",,,,,,,,2017-06-01,closed
xos0068575,"LAG feature enhancements  -  Configurable hash seed to address hash polarization","5 - New Feature","2 - Urgent",,Verified,L2,,Verified,"EXOS 22.5.1",3477,dnarayana,dnarayana,,"Mark Tippens",,,,,,,,2017-06-08,closed
xos0068582,"x620-16x,x620-8t-2x: Flow control is shown as ""NONE""","3 - Minor","3 - Important",,Assigned,System,Optics,Assigned,"EXOS 22.3.1",3477,jvaiyapuri,jvaiyapuri,motor,"Shankar Palanivel","Fee, Brendan",,,,,,,2017-06-09,open
xos0068646,"EXOS needs the ability to run ELRP on all VLANs and display the report  (eg add 'all' attrubute)","5 - New Feature","4 - Moderate",,Verified,L2,ELRP,Verified,"EXOS 16.1.1",3477,stewilliams,stewilliams,,"Donald Smith",,,,,,,,2017-06-14,closed
xos0068760,"L2VPN: VPLS VPN limit needs to be increased to 4090, similar to VPWS VPN","5 - New Feature","3 - Important",,Assigned,MPLS,VPLS/HVPLS,Assigned,"EXOS 22.3.1",3477,srbalakrishnan,srbalakrishnan,lkhirall,"Gopla Ramkumar","Fee, Brendan",,,,,,,2017-06-29,open
xos0068786,"Bright Hope: Handle call to ipv6_tunnel_exists() in exbcmpkt and Linux 4.9","2 - Major","3 - Important",,Assigned,System,Devices,Assigned,"EXOS 23.1.1-Linux-4.9",3477,dschudel,dschudel,dschudel,"Daya Narayana","Daya Narayana",,,,,,,2017-06-30,open
xos0068887,"X690 and X670G2: False Link ups in 1G-40Km and 120Km BXU/D, 10G-40Km ,10Km BXU/D and 10GBASET.","3 - Minor","3 - Important",,Assigned,System,Optics,Assigned,"EXOS 22.3.1",3477,sramasubramanian,sramasubramanian,motor,"Shankar Palanivel","Fee, Brendan",,,,,,,2017-07-12,open
xos0068891,"X690,X670G2:  False Link ups after save/reboot and link flap during tran remove/insertion.","3 - Minor","3 - Important",,Assigned,System,Optics,Assigned,"EXOS 22.3.1",3477,brajitha,brajitha,gsherwin,"Shankar Palanivel","Fee, Brendan",,,,,,,2017-07-12,open
xos0068960,"Golden: Kernel error messages seen in ""show log""","2 - Major","2 - Urgent",,Verified,System,Devices,Verified,,3477,pkulkarni,kshanmugam,,"Lou Dernosek",,,,,,,,2017-07-19,closed
xos0069214,"Source Photonics SPG-DR-LX-IDFC-EX optics has flow control as NONE in all supported platform","3 - Minor","3 - Important",,Assigned,System,Optics,Assigned,"EXOS 22.4.1",3477,jvaiyapuri,jvaiyapuri,motor,"Shankar Palanivel","Fee, Brendan",,,,,,,2017-08-14,open
xos0069233,"MACsec feature added to boards with MACsec capable Phys","5 - New Feature","3 - Important",,Verified,Security,MKA/MACsec,Verified,"EXOS 22.5.1",3477,krose,mademers,,"Yohe, Kevin",,,,,MACSEC,"New Feature 30.1",,2017-08-16,closed
xos0069304,"In Red optic ZX, there is false linkup once while reboot","3 - Minor","3 - Important",,Assigned,System,Optics,Assigned,"EXOS 22.4.1",3477,jvaiyapuri,jvaiyapuri,dbednare,"Shankar Palanivel","Fee, Brendan",,,,,,,2017-08-22,open
xos0069444,"With Autoneg off and different speeds configured, The link comes up on one side.","3 - Minor","3 - Important",,Assigned,System,,Assigned,"EXOS 22.4.1",3477,jvaiyapuri,jvaiyapuri,gilligan,"Shankar Palanivel","Fee, Brendan",,No,,,,,2017-09-05,open
xos0069452,"With BASE T optic , autoneg off and different speed, link comes up with higher speed","3 - Minor","3 - Important",,Assigned,System,,Assigned,"EXOS 22.4.1",3477,jvaiyapuri,jvaiyapuri,dbednare,"Shankar Palanivel","Fee, Brendan",,,,,,,2017-09-06,open
xos0069481,"False link up detected with Foxconn-BCM-Avago ABCU-5731ARZ-EX1 optic","3 - Minor","3 - Important",,Assigned,System,Optics,Assigned,"EXOS 22.4.1",3477,jvaiyapuri,jvaiyapuri,dbednare,"Shankar Palanivel","Fee, Brendan",,,,,,,2017-09-08,open
xos0069574,"Placeholder for BroadView Analytics","5 - New Feature","4 - Moderate",,Assigned,Analytics,Broadview,Assigned,"EXOS 22.5.1",3477,rdayal,rdayal,rdayal,"Daya Narayana","Daya Narayana",,,,,,,2017-09-15,open
xos0069594,"x690-48x crashed when placing 100G AOC into port with Auto-negotiation enabled","1 - Crash","3 - Important",No,Assigned,System,Optics,Assigned,"EXOS 22.4.1",3477,mmitchell,mmitchell,gilligan,"Shankar Palanivel","Fee, Brendan",,,,,,,2017-09-19,open
xos0069646,"X670G2: False Link ups in SX,LX,ZX,BASET,BXU/D,LX100,Hi-Temp SX below optics after rebooting.","3 - Minor","3 - Important",,Assigned,System,Optics,Assigned,"EXOS 22.4.1",3477,brajitha,brajitha,gsherwin,"Shankar Palanivel","Fee, Brendan",,,,,,,2017-09-25,open
xos0069652,"While restarting ports few are not getting restarted in the remote end.","3 - Minor","3 - Important",No,Assigned,System,Optics,Assigned,"EXOS 22.4.1",3477,jvaiyapuri,jvaiyapuri,gilligan,"Shankar Palanivel","Fee, Brendan",,No,,,,,2017-09-26,open
xos0069690,"L2VPN Sharing: VPLS LSP counters not working after multiple disable/enable of RSVP-TE LSPs","3 - Minor","4 - Moderate",No,Assigned,MPLS,VPLS/HVPLS,Assigned,"EXOS 22.4.1",3477,srbalakrishnan,srbalakrishnan,lkhirall,"Gopla Ramkumar","Fee, Brendan",,No,,,,,2017-09-28,open
xos0069717,"EXOS VM pwmib process fails to start causing 150 second delay.","2 - Major","3 - Important",,Assigned,MPLS,,Assigned,"EXOS 22.3.1",3477,bickford,bickford,lkhirall,"Flaherty, Stephen","Fee, Brendan",,,,,,,2017-10-03,open
xos0069720,"hostap bugfixes","2 - Major","3 - Important",,Verified,Security,MKA/MACsec,Verified,"EXOS 30.1.1",3477,msiedzik,msiedzik,,"Fee, Brendan",,,,,MACSEC,"New Feature 30.1",,2017-10-03,closed
xos0069837,"ONIE hung ""serial8250: too much work for irq3"" during ""show fdb | include vlan575""","2 - Major","3 - Important",No,"Verify Fix",System,Devices,"Verify Fix","EXOS 22.4.1",3477,naarumugam,naarumugam,naarumugam,"Suresh Babu Thuravupala","Suresh Babu Thuravupala",,No,,,,,2017-10-17,sqaPending
xos0069895,"Bright Hope: DHCP client repeatedly sending DISCOVER message to server, even after it receives OFFER","2 - Major","3 - Important",No,Verified,NET,DHCP/BOOTP,Verified,"EXOS 23.1.1-Linux-4.9",3477,srbalakrishnan,srbalakrishnan,,"Gopla Ramkumar",,,,,,,,2017-10-25,closed
xos0069964,"Amphenol AOC not programmed correctly on x690 native stack port with stacking-support enabled","2 - Major","3 - Important",No,Assigned,System,,Assigned,"EXOS 22.4.1",3477,mmitchell,mmitchell,gilligan,"Shankar Palanivel","Fee, Brendan",,,,,,,2017-10-31,open
xos0069980,"Bright Hope: RESTCONF - Query not working on 4.9 kernel image, Engine OverflowError message observed","3 - Minor","3 - Important",No,"No Change",ExtremeFabric,REST-API,,"EXOS 30.1.1",,srbalakrishnan,srbalakrishnan,,"Gopla Ramkumar",,,,,,,,2017-11-01,closed
xos0070014,"CLI hangs after executing ""show ospfv3 neighbor""","2 - Major","2 - Urgent",,Verified,IP,OSPFv3,Verified,"EXOS 22.5.1",3477,pvaigundaboopathy,pvaigundaboopathy,,"Gopla Ramkumar",,,Yes,22.5.0.14,,,,2017-11-06,closed
xos0070029,"Bright Hope: Implement Cavium Octeon II/III changes for Linux 4.9","2 - Major","3 - Important",,Assigned,System,Devices,Assigned,"EXOS 23.1.1-Linux-4.9",3477,dschudel,dschudel,dschudel,"Daya Narayana","Daya Narayana",,,,,,,2017-11-06,open
xos0070038,"Unversioned symbols are causing problems after 540 toolchain upgrade","2 - Major","2 - Urgent",Test,Verified,"Build Tools",General,Verified,"EXOS 22.5.1",3477,ntonthanahal,ntonthanahal,,"Lou Dernosek",,,,,,,,2017-11-07,closed
xos0070051,"Bright Hope: VM 386 image learning does not work with tagged traffic","2 - Major","3 - Important",,Assigned,System,,Assigned,"EXOS 30.1.1",3477,pkulkarni,rvelusamy,ntonthanahal,"Lou Dernosek","Lou Dernosek",,,,,,,2017-11-08,open
xos0070074,"""enable ospfv3 export static cost <> type ase-type-2"" results in hung switch.","2 - Major","2 - Urgent",,Verified,IP,OSPFv3,Verified,"EXOS 22.5.1",3477,dsingh,dsingh,,"Suresh Babu Thuravupala",,,Yes,22.4.1.4,,,,2017-11-10,closed
xos0070116,"CR needed by SCM team to push updates to build number (code/version file in exos_core)","4 - Trivial","5 - Low",,Assigned,"Build Tools",General,Assigned,"EXOS 22.4.1",3477,jfagan,jfagan,dcarson,"Jones, Jeff","Jones, Jeff",,,,,,,2017-11-14,open
xos0070135,"add macsec commands to show tech","5 - New Feature","3 - Important",,Verified,Security,MKA/MACsec,Verified,"EXOS 22.5.1",3477,mtrembla,rvelusamy,,"Yohe, Kevin",,,,,MACSEC,"New Feature 30.1",,2017-11-15,closed
xos0070136,"*Add Remora support","5 - New Feature","2 - Urgent",,Assigned,"PLM Feature Request",,Assigned,"PLM Feature Request",3477,motor,motor,motor,"Fee, Brendan","Fee, Brendan",,,,,,,2017-11-15,open
xos0070144,"Factory rescue does not work after the move to the new toolchains","2 - Major","1 - Critical",,Assigned,System,Recovery,Assigned,"EXOS 22.5.1",3477,sugarg,mmitchell,anarayanan,"Tim Bourne","Gopla Ramkumar",,,,,,,2017-11-15,open
xos0070174,"Upgrade BCM SDK to 6.5.12","2 - Major","3 - Important",,Assigned,System,Devices,Assigned,"EXOS 30.1.1",3477,dschudel,dschudel,dschudel,"Daya Narayana","Daya Narayana",,,,,,,2017-11-17,open
xos0070181,"Bright Hope: Factory rescue of a 670G2 from BootRom is does not work due to linux-4.9 VRF changes","2 - Major","4 - Moderate",,Verified,System,Recovery,Verified,"EXOS 30.1.1",3477,sugarg,mmitchell,,"Tim Bourne",,,,,,,,2017-11-17,closed
xos0070213,"Bright Hope: Disable/Enable Ipforwarding broadcast is not working as expected","3 - Minor","2 - Urgent",,"Verify Fix",IP,"v4 General","Verify Fix","EXOS 22.3.1",3477,dkoutham,dkoutham,dkoutham,"KB Nandakumar","KB Nandakumar",,Yes,,,,RBC-ORIGINAL,2017-11-22,sqaPending
xos0070250,"Broadview Agent sends invalid ""last-saved-configuration"" value to Collector","2 - Major","2 - Urgent",,"No Change",Analytics,Broadview,,"EXOS 30.1.1",,dranganathan,dranganathan,,"Shankar Palanivel",,,,,"Broadview Telemetry","New Feature 30.1",,2017-11-27,closed
xos0070277,"Some BCM BST counters are not working for Egress buffer","2 - Major","2 - Urgent",No,Assigned,Analytics,Broadview,Assigned,"EXOS 30.1.1",3477,dranganathan,dranganathan,rdayal,"Shankar Palanivel","Daya Narayana",,,,"Broadview Telemetry","New Feature 30.1",,2017-11-29,open
xos0070279,"Bright Hope: Get AVB working on 30.1 (ported to the Linux 4.14 kernel)","2 - Major","2 - Urgent",,Verified,L2,AVB,Verified,"EXOS 30.1.1",3477,ldernosek,ldernosek,,"Kevin Frick",,,,,,,,2017-11-29,closed
xos0070283,"Bright Hope: Fix exbcmpkt code that reverts packets","2 - Major","3 - Important",,Verified,IP,"v6 General",Verified,"EXOS 30.1.1",3477,jbarnhill,jbarnhill,,"Tim Bourne",,,,,,,,2017-11-29,closed
xos0070284,"Bright Hope: Add a default unreachable route to every new VRF created","5 - New Feature","3 - Important",,Verified,IP,VR/VRF/L3VPN,Verified,"EXOS 30.1.1",3477,jbarnhill,jbarnhill,,"Tim Bourne",,,,,,,,2017-11-29,closed
xos0070368,"Nightly: MLAG Peer is not established between DUTs","2 - Major","2 - Urgent",,Verified,L2,MLAG,Verified,"EXOS 30.1.1",3477,kshanmugam,kshanmugam,,"Raguraman Rajan",,,Yes,,"Linux 4.9 Kernel changes","New Feature 30.1",,2017-12-07,closed
xos0070370,"Golden: sh ipstats <vlan>","2 - Major","2 - Urgent",IT,Verified,IP,,Verified,"EXOS 30.1.1",3477,ssuryaputra,senmanoharan,,"Tim Bourne",,,,,,,,2017-12-07,closed
xos0070381,"Bright Hope: Resolve Python application references to /proc/net/vr","2 - Major","2 - Urgent",No,"No Change",System,Python,,"EXOS 30.1.1",,ldernosek,ldernosek,,"Kevin Frick",,,,,,,,2017-12-07,closed
xos0070382,"Bright Hope: Port POE feature","2 - Major","2 - Urgent",,Verified,System,PoE,Verified,"EXOS 30.1.1",3477,ldernosek,ldernosek,,"Kevin Frick",,,,,,,,2017-12-07,closed
xos0070384,"Remove lzmad utility","3 - Minor","3 - Important",,"Verify Task Complete",Infrastructure,General,"Verify Task Complete","EXOS 30.1.1",3477,lrichardson,lrichardson,lrichardson,"Jimmy Blythe","Jimmy Blythe",,,,,,,2017-12-07,sqaPending
xos0070414,"Bright Hope: VXLAN porting to linux 4.9","5 - New Feature","3 - Important",,"Verify Fix",L2,,"Verify Fix","EXOS 30.1.1",3477,bramu,spalanivel,bramu,"Anand Sundaresh Natarajan","Anand Sundaresh Natarajan",,,,,,,2017-12-11,sqaPending
xos0070418,"Bright Hope: MSDP Peer ship Establishment failing as ping to peer is failing.","2 - Major","3 - Important",,Verified,IP,,Verified,"EXOS 30.1.1",3477,tprasanna,tprasanna,,"Gopla Ramkumar",,,Yes,,"Linux 4.9 Kernel changes","New Feature 30.1",,2017-12-11,closed
xos0070423,"Bright Hope: Can linux-stable modifications for BCM/SDK mmap() be avoided","3 - Minor","5 - Low",,Assigned,System,Devices,Assigned,"EXOS 30.1.1",3477,dschudel,dschudel,dschudel,"Daya Narayana","Daya Narayana",,,,,,,2017-12-11,open
xos0070424,"Bright Hope: Confirm solutions to Cavium/Octeon Linux 4.9 based SDK with Cavium","3 - Minor","4 - Moderate",,Assigned,System,Devices,Assigned,"EXOS 30.1.1",3477,dschudel,dschudel,dschudel,"Daya Narayana","Daya Narayana",,,,,,,2017-12-11,open
xos0070426,"Bright Hope: Allow for management ethernet device names other than ""eth0""","5 - New Feature","5 - Low",,Assigned,System,Devices,Assigned,"EXOS 30.1.1",3477,dschudel,dschudel,ldernosek,"Daya Narayana","Kevin Frick",,,,,,,2017-12-11,open
xos0070429,"Bright Hope: deadlock on MIPS platforms","2 - Major","2 - Urgent",,Verified,System,,Verified,"EXOS 30.1.1",3477,ssuryaputra,ssuryaputra,,"Tim Bourne",,,,,,,,2017-12-11,closed
xos0070432,"Bright Hope: Throughput for v6 reverted packets is reduced in 4.9 kernel","2 - Major","3 - Important",,"No Change",IP,"v6 General",,"EXOS 30.1.1",,jbarnhill,jbarnhill,,"Tim Bourne",,,,,,,,2017-12-11,closed
xos0070443,"Bright Hope: Fix IPv6 DAD Redundancy","2 - Major","2 - Urgent",,Verified,VLAN,General,Verified,"EXOS 30.1.1",3477,jbarnhill,jbarnhill,,"Tim Bourne",,,,,,,,2017-12-12,closed
xos0070445,"Bright Hope: VLAN DAD/Netlink needs EMS work","3 - Minor","3 - Important",,Assigned,VLAN,General,Assigned,"EXOS 30.1.1",3477,jbarnhill,jbarnhill,mxu,"Tim Bourne","Tim Bourne",,,,,,,2017-12-12,open
xos0070446,"Bright Hope: VLAN RtNetlink Code Needs Cleanup","3 - Minor","4 - Moderate",,Assigned,VLAN,,Assigned,"EXOS 30.1.1",3477,jbarnhill,jbarnhill,mxu,"Tim Bourne","Tim Bourne",,,,,,,2017-12-12,open
xos0070447,"Bright Hope: v6 VRF-related fib rules, loopback, and link-local needs attention","2 - Major","3 - Important",,Assigned,IP,"v6 General",Assigned,"EXOS 30.1.1",3477,jbarnhill,jbarnhill,ssaha,"Tim Bourne","Tim Bourne",,,,,,,2017-12-12,open
xos0070451,"Bright Hope: Is IPv4 DAD Scaling Code Still Needed","3 - Minor","4 - Moderate",,"No Change",VLAN,General,,"EXOS 30.1.1",,jbarnhill,jbarnhill,,"Tim Bourne",,,,,,,,2017-12-12,closed
xos0070456,"Golden: L3 Quick list regression Failures","2 - Major","3 - Important",,Verified,IP,,Verified,"EXOS 30.1.1",3477,pkutcherlapati,kshanmugam,,"Anand Sundaresh Natarajan",,,Yes,,"Linux 4.9 Kernel changes","New Feature 30.1",,2017-12-13,closed
xos0070460,"Bright Hope: Linux 4.9 port cleanup","5 - New Feature","5 - Low",,"Task Complete",System,,"Task Complete","EXOS 30.1.1",3477,ssaha,ssaha,,"Tim Bourne",,,,,,,,2017-12-13,closed
xos0070464,"Bright Hope: ARP Regression failures in L3 Pass list","2 - Major","3 - Important",,"Verify No Change",IP,ARP,Assigned,"EXOS 30.1.1",3477,pkutcherlapati,kshanmugam,pkutcherlapati,"Anand Sundaresh Natarajan","Anand Sundaresh Natarajan",,Yes,,"Linux 4.9 Kernel changes","New Feature 30.1",,2017-12-14,sqaPending
xos0070466,"Bright Hope: Neighbour Discovery Regression failures in ""IPv6_Services"" pass list","2 - Major","3 - Important",,"Verify No Change",IP,"Neighbor Discovery",Assigned,"EXOS 30.1.1",3477,pkutcherlapati,kshanmugam,pkutcherlapati,"Anand Sundaresh Natarajan","Anand Sundaresh Natarajan",,Yes,,"Linux 4.9 Kernel changes","New Feature 30.1",,2017-12-14,sqaPending
xos0070467,"Bright Hope: ARP scaling and performance","2 - Major","3 - Important",,Verified,IP,ARP,Verified,"EXOS 30.1.1",3477,pkutcherlapati,pkutcherlapati,,"Anand Sundaresh Natarajan",,,,,,,,2017-12-14,closed
xos0070468,"Bright Hope: IPv6 Neighbor Discovery scaling and performance","2 - Major","3 - Important",,Verified,IP,"Neighbor Discovery",Verified,"EXOS 30.1.1",3477,pkutcherlapati,pkutcherlapati,,"Anand Sundaresh Natarajan",,,,,,,,2017-12-14,closed
xos0070471,"Bright Hope: Neighbor lookup success but FDB miss","3 - Minor","3 - Important",,Verified,IP,ARP,Verified,"EXOS 30.1.1",3477,bramu,bramu,,"Anand Sundaresh Natarajan",,,,,,,,2017-12-14,closed
xos0070474,"Bright Hope: Cleanup PRE_EXOS_DISAGG breadcrumbs","3 - Minor","3 - Important",,Verified,"Build Tools",General,Verified,"EXOS 30.1.1",3477,ldernosek,ldernosek,,"Kevin Frick",,,,,,,,2017-12-14,closed
xos0070475,"Bright Hope: Cleanup PRE_EXOS_DISAGG breadcrumbs in linux-stable","3 - Minor","2 - Urgent",,Verified,"Build Tools",General,Verified,"EXOS 30.1.1",3477,ldernosek,ldernosek,,"Kevin Frick",,,,,,,,2017-12-14,closed
xos0070476,"Bright Hope: Cleanup PRE_EXOS_DISAGG breadcrumbs","3 - Minor","3 - Important",,Verified,"Build Tools",General,Verified,"EXOS 30.1.1",3477,ldernosek,ldernosek,,"Kevin Frick",,,,,,,,2017-12-14,closed
xos0070477,"Bright Hope: Cleanup PRE_EXOS_DISAGG breadcrumbs","3 - Minor","2 - Urgent",,Verified,"Build Tools",General,Verified,"EXOS 30.1.1",3477,ldernosek,ldernosek,,"Kevin Frick",,,,,,,,2017-12-14,closed
xos0070478,"Bright Hope: Cleanup PRE_EXOS_DISAGG breadcrumbs","3 - Minor","3 - Important",,Verified,"Build Tools",General,Verified,"EXOS 30.1.1",3477,ldernosek,ldernosek,,"Kevin Frick",,,,,,,,2017-12-14,closed
xos0070479,"Bright Hope: Cleanup PRE_EXOS_DISAGG breadcrumbs in exvlan","3 - Minor","2 - Urgent",,Verified,"Build Tools",General,Verified,"EXOS 30.1.1",3477,ldernosek,ldernosek,,"Kevin Frick",,,,,,,,2017-12-14,closed
xos0070480,"Bright Hope: Cleanup PRE_EXOS_DISAGG breadcrumbs in VSM","3 - Minor","2 - Urgent",,Verified,"Build Tools",General,Verified,"EXOS 30.1.1",3477,ldernosek,ldernosek,,"Kevin Frick",,,,,,,,2017-12-14,closed
xos0070481,"Bright Hope: Cleanup PRE_EXOS_DISAGG breadcrumbs in linux-stable","3 - Minor","2 - Urgent",,Verified,"Build Tools",General,Verified,"EXOS 30.1.1",3477,ldernosek,ldernosek,,"Kevin Frick",,,,,,,,2017-12-14,closed
xos0070482,"Bright Hope: Cleanup PRE_EXOS_DISAGG breadcrumbs","3 - Minor","3 - Important",,Verified,"Build Tools",General,Verified,"EXOS 30.1.1",3477,ldernosek,ldernosek,,"Kevin Frick",,,,,,,,2017-12-14,closed
